SITECODE,SITENAME,Aire_km2,Couches
FR2212007,Étangs et marais du bassin de la Somme,52.374284834910014,ZPS
FR2312003,Terrasses alluviales de la Seine,36.892381462917776,ZPS
FR2410001,Vallée de la Loire du Loir-et-Cher,23.943445302948145,ZPS
FR2410002,Beauce et vallée de la Conie,716.5272093842335,ZPS
FR2410003,Brenne,582.1514979070706,ZPS
FR2410004,Vallée de l'Yèvre,5.403332717352259,ZPS
FR2410010,Petite Beauce,524.8749364653542,ZPS
FR2410011,Basses vallées de la Vienne et de l'Indre,56.65697018948541,ZPS
FR2410013,Étangs de Sologne,295.7889057024518,ZPS
FR2410015,Prairies du Fouzon,16.90632895830701,ZPS
FR2410016,Lac de Rillé et forêts voisines d'Anjou et de Touraine,438.8888903212082,ZPS
FR2410017,Vallée de la Loire du Loiret,76.72281405977239,ZPS
FR2410018,Forêt d'Orléans,321.30850274681745,ZPS
FR2410022,Champeigne,137.1181145772109,ZPS
FR2410023,Plateau de Chabris / La Chapelle - Montmartin,166.4269405257416,ZPS
FR2410024,Domaine de Chambord,46.581593059521644,ZPS
FR2510037,Chausey,823.1962947577249,ZPS
FR2510047,Baie de Seine occidentale,444.3521389571652,ZPS
FR2512002,Landes et dunes de la Hague,49.4481577977582,ZPS
FR2512004,Forêts et étangs du Perche,476.17721535696865,ZPS
FR2610006,Basse vallée de la Seille,30.49672115688502,ZPS
FR2612001,Arrière côte de Dijon et de Beaune,607.2030678617677,ZPS
FR2612003,Massifs forestiers et vallées du châtillonnais,588.6045278070911,ZPS
FR2612006,Prairies alluviales et milieux associés de Saône-et-Loire,89.64547753078355,ZPS
FR2612008,Étang de Galetas,6.298880919023184,ZPS
FR3110038,Estuaire de la Canche,50.27272232076751,ZPS
FR3110039,Platier d'Oye,3.526044862209694,ZPS
FR3110083,Marais de Balançon,10.058570585482139,ZPS
FR3110085,Cap Gris-Nez,561.7223598855189,ZPS
FR3112001,"Forêt, bocage, étangs de Thiérache",81.35375576442003,ZPS
FR3112002,"Les ""Cinq Tailles""",1.2240741314438393,ZPS
FR3112003,Marais Audomarois,1.7774899749600284,ZPS
FR3112004,Dunes de Merlimont,10.318886062663816,ZPS
FR3112005,Vallée de la Scarpe et de l'Escaut,130.15177668967294,ZPS
FR3112006,Bancs des Flandres,1170.6459164196208,ZPS
FR4110007,Lac de Madine et étangs de Pannes,15.09832984210441,ZPS
FR4110060,Etang de Lachaussée et zones voisines,35.167195568549936,ZPS
FR4110061,Marais de Pagny-sur-Meuse,1.6876080429531655,ZPS
FR4112001,Forêts et zones humides du pays de Spincourt,126.62372579020456,ZPS
FR4112002,"Etangs du Lindre, forêt de Romersberg et zones voisines",53.006850711679604,ZPS
FR4112003,Massif vosgien,264.36551912434595,ZPS
FR4112004,Forêt humide de la Reine et Caténa de Rangeval,51.604901576260964,ZPS
FR4112005,Vallée de la Meuse (secteur de Stenay),23.350130119627572,ZPS
FR4112006,"Forêts, rochers et étangs du pays de Bitche",62.708861490387314,ZPS
FR4112007,Crêtes des Vosges mosellanes,15.81226862535264,ZPS
FR4112008,Vallée de la Meuse,135.47936409384687,ZPS
FR4112009,Forêts et étangs d'Argonne et vallée de l'Ornain,152.88128414324308,ZPS
FR4112010,Hêtraie sapinière de Bousson et Grandcheneau,10.47880786368282,ZPS
FR4112011,"Bassigny, partie Lorraine",197.98250270659702,ZPS
FR4112012,Jarny - Mars-la-Tour,81.02499469946783,ZPS
FR4211790,Forêt de Haguenau,191.9528928875485,ZPS
FR4211799,Vosges du Nord,49.891480045946594,ZPS
FR4211807,"Hautes-Vosges, Haut-Rhin",236.1660144534133,ZPS
FR4211808,Zones agricoles de la Hardt,91.84780761179455,ZPS
FR4211809,Forêt domaniale de la Harth,130.20098237389666,ZPS
FR4211811,Vallée du Rhin de Lauterbourg à Strasbourg,88.0458411375892,ZPS
FR4211812,Vallée du Rhin d'Artzenheim à Village-Neuf,48.865340170736715,ZPS
FR4211814,"Crêtes du Donon-Schneeberg, Bas-Rhin",68.07529202729755,ZPS
FR4213813,"Ried de Colmar à Sélestat, Haut-Rhin",52.2118761966282,ZPS
FR4312001,"Massif du Mont-d'Or, du Noirmont et du Risol",103.46955913817129,ZPS
FR4312002,Massif du Risoux,18.397944230538556,ZPS
FR4312003,Forêt du Massacre,18.039050468449737,ZPS
FR4312004,Réserve naturelle des ballons comtois en Franche-Comté,20.58870472243714,ZPS
FR4312006,Vallée de la Saône,178.79151230076627,ZPS
FR4312007,Basse vallée du Doubs,38.033056140095844,ZPS
FR4312010,Moyenne vallée du Doubs,62.99104134674602,ZPS
FR4312013,Petite montagne du Jura,382.28220213809476,ZPS
FR4312014,Pelouses de la région vésulienne et vallée de la Colombine,19.377872121882127,ZPS
FR4312015,Vallée de la Lanterne,238.4476094780406,ZPS
FR4312016,Reculées de la haute Seille,14.173416622006824,ZPS
FR4312018,"Pelouses de Champlitte, étang de Theuley-lès-Vars",3.4534284730315314,ZPS
FR4312019,Étangs et vallées du Territoire de Belfort,51.062209694862894,ZPS
FR4312020,Combes Derniers,3.312553889219712,ZPS
FR5210008,Lac de Grand Lieu,57.3741625898043,ZPS
FR5210090,"Marais salants de Guérande, traicts du Croisic, dunes de Pen Bron",36.163450035599965,ZPS
FR5210103,Estuaire de la Loire,201.61589371312454,ZPS
FR5210115,Basses vallées angevines et prairies de la Baumette,75.11190322751146,ZPS
FR5212001,Marais de Goulaine,15.135736170989276,ZPS
FR5212002,Vallée de la Loire de Nantes aux Ponts-de-Cé et ses annexes,156.90109032669483,ZPS
FR5212004,Marais de l'Erdre,27.47309857449331,ZPS
FR5212005,Forêt de Gâvre,44.74490200024763,ZPS
FR5212006,Champagne de Méron,13.31757502846269,ZPS
FR5212008,"Grande Brière, marais de Donges et du Brivet",197.2434624269775,ZPS
FR5212009,"Marais Breton, baie de Bourgneuf, île de Noirmoutier et forêt de Monts",557.3861459057338,ZPS
FR5212010,"Dunes, forêt et marais d'Olonne",28.843306102615895,ZPS
FR5212011,Plaine calcaire du sud Vendée,66.91070144399625,ZPS
FR5212012,"Corniche de Pail, forêt de Multonne",14.497498992551376,ZPS
FR5212013,Mor Braz,402.13190292151955,ZPS
FR5212014,Estuaire de la Loire - Baie de Bourgneuf,800.7828396798354,ZPS
FR5212015,Secteur marin de l'île d'Yeu jusqu'au continent,2450.027595263823,ZPS
FR5310011,Côte de Granit Rose-Sept Iles,695.132942036799,ZPS
FR5310050,Baie de Saint-Brieuc - Est,134.68775606561476,ZPS
FR5310057,Archipel de Glénan,587.0106841023265,ZPS
FR5310070,Tregor Goëlo,913.2044092345955,ZPS
FR5310072,Ouessant-Molène,771.8254254512078,ZPS
FR5310073,Baie de Morlaix,273.5357682360903,ZPS
FR5310074,Baie de Vilaine,68.37615629131577,ZPS
FR5310086,Golfe du Morbihan,94.87728229522574,ZPS
FR5310092,Rivière de Pénerf,44.87851891739368,ZPS
FR5310095,Cap d'Erquy-Cap Fréhel,403.8139645013825,ZPS
FR5312002,Ilôts Notre-Dame et Chevret,0.032922246521214504,ZPS
FR5312003,Baie de Goulven,22.31166076559004,ZPS
FR5312004,Camaret,12.726159645747417,ZPS
FR5312005,Rivières de Pont-l'Abbé et de l'Odet,7.0836916464391875,ZPS
FR5312009,Roches de Penmarc'h,456.60221920665333,ZPS
FR5312010,Dunes et côtes de Trévignon,98.59695136267146,ZPS
FR5312011,Iles Houat-Hoëdic,172.9494232495108,ZPS
FR5410012,Anse du Fier d'Ars en Ré,44.55858179859403,ZPS
FR5410013,"Anse de Fouras, baie d'Yves, marais de Rochefort",135.80230357800727,ZPS
FR5410014,"Forêt de Moulière, landes du Pinail, bois du Défens, du Fou et de la Roche de Bran",81.28892737160795,ZPS
FR5410028,"Marais de Brouage, Ile d'Oléron",260.9474131504054,ZPS
FR5410100,Marais poitevin,680.6815941013306,ZPS
FR5412005,Vallée de la Charente moyenne et Seugnes,70.9241233630245,ZPS
FR5412006,Vallée de la Charente en amont d'Angoulêmes,40.10407624266204,ZPS
FR5412007,Plaine de Niort Sud-Est,207.74880450808485,ZPS
FR5412011,Estuaire de la Gironde : marais de la rive nord,124.85293361904779,ZPS
FR5412013,Plaine de Niort Nord-Ouest,170.50736700488753,ZPS
FR5412014,Plaine d'Oiron-Thénezay,155.9531843408442,ZPS
FR5412015,"Camp de Montmorillon, Landes de Sainte-Marie",40.75653441307286,ZPS
FR5412016,Plateau de Bellefonds,25.85584119587751,ZPS
FR5412017,"Bois de l'Hospice, étang de Beaufour et environs",37.62844967288317,ZPS
FR5412018,Plaines du Mirebalais et du Neuvillois,374.55601301343,ZPS
FR5412019,"Région de Pressac, étang de Combourg",33.609696232347495,ZPS
FR5412021,Plaine de Villefagnan,95.37912704988398,ZPS
FR5412022,Plaine de La Mothe-Saint-Héray-Lezay,244.66709943582129,ZPS
FR5412023,Plaines de Barbezières à Gourville,81.13638085706621,ZPS
FR5412024,Plaine de Néré à Bresdon,92.67547623922617,ZPS
FR5412025,Estuaire et basse vallée de la Charente,107.03017222526543,ZPS
FR5412026,Pertuis charentais - Rochebonne,8178.239400486801,ZPS
FR7210029,Marais de Bruges,2.6188925868413215,ZPS
FR7210030,Côte médocaine : dunes boisées et dépression humides,39.492421775075094,ZPS
FR7210031,Courant d'Huchet,6.81281902610611,ZPS
FR7210063,Domaine d'Orx,7.508470367347461,ZPS
FR7210065,Marais du Nord Médoc,239.4222714340132,ZPS
FR7210077,Barthes de l'Adour,156.16956719563424,ZPS
FR7210087,Hautes vallées d'Aspe et d'Ossau,491.06086072608935,ZPS
FR7210089,Pènes du Moulle de Jaout,43.992508860256684,ZPS
FR7212001,Site d'Arjuzanx,21.23352934152738,ZPS
FR7212002,Rochers de Biarritz : le Bouccalot et la Roche ronde,2.442107813196243,ZPS
FR7212003,"Haute Soule: massif forestier, gorges d'Holzarté et d'Olhadubi",26.074221611164642,ZPS
FR7212004,Haute Soule : forêt des Arbailles,71.1370357750471,ZPS
FR7212005,"Haute Soule : forêt d'Iraty, Orgambidexka et Pic des Escaliers",55.70703506638037,ZPS
FR7212007,Eth Thuron des Aureys,21.81228191316745,ZPS
FR7212008,Haute Soule : massif de la Pierre Saint-Martin,183.11542127703547,ZPS
FR7212009,Pics de l'Estibet et de Mondragon,46.478202035334995,ZPS
FR7212010,Barrage d'Artix et saligue du Gave de Pau,33.595521542948426,ZPS
FR7212011,Col de Lizarrieta,13.655781827063695,ZPS
FR7212012,"Vallée de la Nive des Aldudes, Col de Lindux",147.67147449942306,ZPS
FR7212013,Estuaire de la Bidassoa et baie de Fontarabie,94.58531041388541,ZPS
FR7212014,Estuaire de la Gironde : marais du Blayais,68.59006314853076,ZPS
FR7212015,Haute Cize : Pic d'Herrozate et forêt d'Orion,63.73746446586462,ZPS
FR7212016,Panache de la Gironde,950.7974111804361,ZPS
FR7212017,Au droit de l'étang d'Hourtin-Carcans,506.1868095905595,ZPS
FR7212018,Bassin d'Arcachon et banc d'Arguin,226.39144840704392,ZPS
FR7212019,Tête de Canyon du Cap Ferret,3649.1792127028584,ZPS
FR7310088,Cirque de Gavarnie,92.63799258623925,ZPS
FR7312001,"Vallée de l'Isard, mail de Bulard, pics de Maubermé, de Serre-Haute et du Crabère",64.13534151433483,ZPS
FR7312002,Quiès calcaires de Tarascon-sur-Ariège et grotte de la Petite Caougno,24.77838938864153,ZPS
FR7312004,Puydarrieux,2.5516500726371367,ZPS
FR7312005,Haute vallée de la Garonne,111.08458634268545,ZPS
FR7312006,Gorges du Tarn et de la Jonte,58.28691682865329,ZPS
FR7312007,Gorges de la Dourbie et causses avoisinants,280.5697728670224,ZPS
FR7312008,Gorges de la Frau et Bélesta,123.59507665704409,ZPS
FR7312009,"Vallées du Lis, de la Pique et d'Oô",104.90795409797877,ZPS
FR7312010,Vallée de la Garonne de Boussens à Carbonne,18.89178542112185,ZPS
FR7312011,Forêt de Grésigne et environs,276.42920705340794,ZPS
FR7312012,"Quérigut, Orlu",102.55162461293456,ZPS
FR7312013,Gorges de la Truyère,166.48376718007924,ZPS
FR7312014,Vallée de la Garonne de Muret à Moissac,44.93440309418255,ZPS
FR7412001,Gorges de la Dordogne,459.5078977662854,ZPS
FR7412002,Étang des Landes,7.388903013582729,ZPS
FR7412003,Plateau de Millevaches,658.5445523096089,ZPS
FR8210016,Marais de Lavours,4.224373951870601,ZPS
FR8210017,Hauts plateaux du Vercors,175.70206703762693,ZPS
FR8210018,Delta de la Dranse,0.534337994546331,ZPS
FR8210032,La Vanoise,535.1641525893821,ZPS
FR8210058,Îles du haut Rhône,2.7309126371474397,ZPS
FR8210114,Basse Ardèche,60.46385547029812,ZPS
FR8212001,Etournel et défilé de l'Ecluse,3.1725311977134814,ZPS
FR8212002,Écozone du Forez,3.887619579015551,ZPS
FR8212003,Avant-pays savoyard,31.18811058583107,ZPS
FR8212005,Partie orientale du massif des Bauges,144.8618157900374,ZPS
FR8212006,Perron des Encombres,20.30164940431895,ZPS
FR8212008,Haut Giffre,180.90421998514094,ZPS
FR8212011,Steppes de La Valbonne,11.223000475804593,ZPS
FR8212012,Île de la Platière,9.612420920371214,ZPS
FR8212013,Rebord méridional du massif des Bauges,11.678780369343944,ZPS
FR8212014,Gorges de la Loire,24.959728892610755,ZPS
FR8212015,Mont Colombier,21.784138049388613,ZPS
FR8212016,La Dombes,475.7218419692578,ZPS
FR8212017,Val de Saône,36.64872572731313,ZPS
FR8212018,Massif de Saou et crêtes de La Tour,66.63532268798427,ZPS
FR8212019,Baronnies - gorges de l'Eygues,124.54953377889885,ZPS
FR8212021,Roc d'enfer,40.47383194096793,ZPS
FR8212022,Massif du Mont Vuache,20.465514379849814,ZPS
FR8212023,Les Aravis,88.90724818980813,ZPS
FR8212024,Plaine du Forez,327.75111939080887,ZPS
FR8212025,Crêts du haut-Jura,173.15753384544522,ZPS
FR8212027,Plateau de Loëx,12.30651909157375,ZPS
FR8310066,Monts et Plomb du Cantal,64.07962208860285,ZPS
FR8310079,Val d'Allier Bourbonnais,180.60273161620069,ZPS
FR8312002,Haut Val d'Allier,587.9179099029001,ZPS
FR8312003,Gorges de la Sioule,260.23786514595906,ZPS
FR8312005,Planèze de Saint Flour,251.92608726225316,ZPS
FR8312007,Sologne bourbonnaise,222.368083544146,ZPS
FR8312009,Gorges de la Loire,587.0970139430926,ZPS
FR8312010,Gorges de la Truyère,215.69337744288111,ZPS
FR8312011,Pays des Couzes,517.567535743847,ZPS
FR8312013,Val d'allier Saint Yorre-Joze,56.400704399083445,ZPS
FR9110076,Canigou-conques de La Preste,201.76322493864262,ZPS
FR9110080,Montagne de la Clape,90.62126576676523,ZPS
FR9110081,Gorges du Gardon,70.0937968648768,ZPS
FR9110111,Basses Corbières,294.9477278973149,ZPS
FR9112001,Camargue gardoise fluvio-lacustre,57.159139881019925,ZPS
FR9112002,Le Salagou,128.26209955951506,ZPS
FR9112003,Minervois,248.92142278190516,ZPS
FR9112008,Corbières orientales,253.7123718246671,ZPS
FR9112009,Pays de Sault,713.350475989257,ZPS
FR9112010,Piège et collines du Lauragais,311.4709594366007,ZPS
FR9112011,Gorges de la Vis et cirque de Navacelles,202.77830829992712,ZPS
FR9112012,"Gorges de Rieutord, Fage et Cagnasse",122.82151759559454,ZPS
FR9112014,Causse noir,61.028126181718285,ZPS
FR9112015,Costières nîmoises,134.79045448226748,ZPS
FR9112016,Étang de Capestang,13.70643660603102,ZPS
FR9112020,Plaine de Fabrègues-Poussan,32.81050118019697,ZPS
FR9112024,Capcir-Carlit-Campcardos,396.6714647243519,ZPS
FR9112026,Massif du Madres-Coronat,213.59595021586034,ZPS
FR9112027,Corbières occidentales,229.12444530513602,ZPS
FR9112028,Hautes Corbières,283.33451655672195,ZPS
FR9112029,Puigmal-Carança,102.59652914392895,ZPS
FR9112031,Camp des Garigues,20.848616595168533,ZPS
FR9112032,Causse du Larzac,295.55468597660547,ZPS
FR9112033,Garrigues de Lussan,290.8894849399184,ZPS
FR9310019,Camargue,2205.7413771373226,ZPS
FR9310020,Iles d'Hyères,479.04862043139246,ZPS
FR9310035,Le Mercantour,679.2982756479246,ZPS
FR9310036,Les Ecrins,917.6269578317624,ZPS
FR9310064,Crau,392.48152682867635,ZPS
FR9310067,Montagne Sainte Victoire,154.59546138110292,ZPS
FR9310069,Garrigues de Lançon et Chaînes alentour,274.11054469955263,ZPS
FR9310075,Massif du Petit Luberon,170.1273397293491,ZPS
FR9310110,Plaine des Maures,45.26443011364463,ZPS
FR9312001,Marais entre Crau et Grand Rhône,72.17871263906325,ZPS
FR9312002,Préalpes de Grasse,231.1328628293679,ZPS
FR9312003,La Durance,199.66736999138521,ZPS
FR9312004,Bois du Chapitre,2.1153870767757446,ZPS
FR9312005,Salines de l'Étang de Berre,4.525550553370204,ZPS
FR9312006,Marais de l'Ile Vieille et alentour,14.602018659774533,ZPS
FR9312007,Iles Marseillaises - Cassidaigne,391.58427058235065,ZPS
FR9312008,Salins d'Hyères et des Pesquiers,9.617753570808206,ZPS
FR9312009,Plateau de l'Arbois,43.03734755527678,ZPS
FR9312012,Plateau de Valensole,447.12170863897035,ZPS
FR9312013,Les Alpilles,269.4813564144747,ZPS
FR9312014,Colle du Rouet,115.3253642317806,ZPS
FR9312015,Étangs entre Istres et Fos,12.22402842863688,ZPS
FR9312016,Falaises du Mont Caume,2.125869616833113,ZPS
FR9312017,Falaises de Niolon,1.4386399979379498,ZPS
FR9312018,Falaises de Vaufrèges,1.6450851614040747,ZPS
FR9312019,Vallée du Haut Guil,63.57546563352414,ZPS
FR9312020,Marais de Manteyer,0.6554996028926167,ZPS
FR9312021,Bois des Ayes,8.798360830222489,ZPS
FR9312022,Verdon,160.33672334106217,ZPS
FR9312023,Bec de Crigne,4.111351601373672,ZPS
FR9312025,Basse Vallée du Var,6.405130907363909,ZPS
FR9410021,"Iles Lavezzi, Bouches de Bonifacio",986.8045466511304,ZPS
FR9410022,Iles Cerbicale,50.23706181741382,ZPS
FR9410023,Golfe de Porto et presqu'île de Scandola,256.3547655991032,ZPS
FR9410084,Vallée de la Restonica,64.53279780426152,ZPS
FR9410096,"Iles Sanguinaires, golfe d'Ajaccio",472.9556290194063,ZPS
FR9410097,Iles Finocchiarola et Côte Nord,9.319680954263717,ZPS
FR9410098,Urbino,23.86794231768653,ZPS
FR9410101,Étang de Biguglia,18.129968731708075,ZPS
FR9410107,"Haute vallée d'Asco, forêt de Tartagine et aiguilles de Popolasca",85.40851345976496,ZPS
FR9410109,Aiguilles de Bavella,18.817758564877394,ZPS
FR9410113,Forêts Territoriales de Corse,132.725468722341,ZPS
FR9412001,Colonie de Goélands d'Audouin (Larus audouinii) d'Aspretto/Ajaccio,0.015563745273394464,ZPS
FR9412002,Haute vallée de la Scala di Santa Regina,5.00216994523404,ZPS
FR9412003,Cirque de Bonifatu,11.43404140940485,ZPS
FR9412004,Haute vallée du Fango,12.81959738299794,ZPS
FR9412005,Haute vallée du Fium Grossu,14.99447657008363,ZPS
FR9412006,Haute vallée du Verghello,15.34448344016197,ZPS
FR9412007,Vallée du Regino,37.23488902493545,ZPS
FR9412009,Plateau du Cap Corse,852.1262614871687,ZPS
FR9412010,"Capu Rossu , Scandola, revellata, Calvi",992.9191072786066,ZPS
FR1112012,"Boucles de Moisson, de Guernes et de Rosny",60.330483371520984,ZPS
FR2612009,"Bocage, forêts et milieux humides des Amognes et du bassin de la Machine",327.65217122747674,ZPS
FR1110102,Marais d'Itteville et de Fontenay-le-Vicomte,5.226003409043623,ZPS
FR5312012,Vallée du Canut,4.267138559735107,ZPS
FR4312021,Massif de la Serre,43.935552615678105,ZPS
FR2410012,Vallée de la Loire d'Indre-et-Loire,59.417236638668705,ZPS
FR4312022,Etival-Assenciere,16.40207488247893,ZPS
FR4312023,Entrecôtes du milieu - Malvaux,19.923178206013315,ZPS
FR4312024,Piémont Vosgien,47.01057152382289,ZPS
FR4312025,Reculée des Planches près d'Arbois,13.442719482038472,ZPS
FR4312026,Plateau du Lizon,20.760760132850766,ZPS
FR4312012,"Vallee et côtes de la Bienne, du Tacon et du Flumen",175.83119436219863,ZPS
FR2310045,Littoral Seino-Marin,1800.499459319421,ZPS
FR7312003,Massif du Mont Valier,156.16405409798304,ZPS
FR4312027,Complexe des Sept Lacs du Jura,21.618683750523644,ZPS
FR4312008,Bresse jurassienne,94.7695511765388,ZPS
FR9110105,Gorges du Tarn et de la Jonte,418.00969208625327,ZPS
FR8210106,Massif du Bargy,38.474430177088166,ZPS
FR4312009,Vallées de la Loue et du Lison,249.87178453352007,ZPS
FR4310027,Vallons de la Drésine et de la Bonavette,13.276844275988562,ZPS
FR2612007,Forêt de Citeaux et environs,132.80133702600543,ZPS
FR2612005,Basse vallée du Doubs et étangs associés,37.879137596534356,ZPS
FR2212003,Marais arrière littoraux picards,18.149723821211836,ZPS
FR8212026,Gorges de la Loire aval,73.88152527049651,ZPS
FR8212032,Vallée de l'Arve,7.573427276660845,ZPS
FR8212029,Plateau de Beauregard,4.125598776819692,ZPS
FR8212028,Massif de la Lauzière,100.52250264541733,ZPS
FR5212007,"Marais du Mès, baie et dunes de Pont-Mahé, étang du Pont de Fer",26.879065543736136,ZPS
FR4312029,Vallée de l'Orbe,6.270068380123089,ZPS
FR4312028,Plateau des mille étangs,205.55262186118952,ZPS
FR9112037,Garrigues de la Moure et d'Aumelas,90.15132164387501,ZPS
FR9312026,Sainte-Baume occidentale,58.718988580090006,ZPS
FR2512005,Nord Bretagne DO,2831.6122656683365,ZPS
FR5212016,Mers Celtiques - Talus du golfe de Gascogne,71860.93479065325,ZPS
FR9412011,Oiseaux marins de l’Agriate,6240.747404719745,ZPS
FR8210041,Les Ramières du val de drôme,3.639256802907613,ZPS
FR8212010,Printegarde,6.7694671966076685,ZPS
FR8212020,Lac Léman,13.759187093552415,ZPS
FR5412020,Marais de la Seudre et sud Oléron,139.83195006159517,ZPS
FR7210078,Champ de tir du Poteau,128.22907831700752,ZPS
FR9110033,Les Cévennes,914.2500165238384,ZPS
FR9112038,Oiseaux marins sud golfe du Lion,3085.591417897553,ZPS
FR4212813,"Ried de Colmar à Sélestat, Bas-Rhin",49.3722722096,ZPS
FR4211810,Vallée du Rhin de Strasbourg à Marckolsheim,87.84621958988441,ZPS
FR9112004,Hautes Garrigues du Montpelliérais,473.65154785895055,ZPS
FR2310044,Estuaire et marais de la Basse Seine,185.92609981129067,ZPS
FR2512001,Littoral augeron,209.01370956384048,ZPS
FR2510059,Estuaire de l'Orne,9.419915273898576,ZPS
FR2512003,Havre de la Sienne,21.898407791079507,ZPS
FR2510099,Falaise du Bessin Occidental,12.53250005447721,ZPS
FR2510046,Basses Vallées du Cotentin et Baie des Veys,336.8343200426116,ZPS
FR2610004,Vallees de la Loire et de l'Allier entre Mornay-sur-Allier et Neuvy-sur-Loire,140.8642241744966,ZPS
FR5412012,"Bonne Anse, marais de Bréjat et de Saint Augustin",33.23271757838308,ZPS
FR8212009,Les Frettes - massif des Glières,80.69773237222395,ZPS
FR2612002,Vallée de la Loire de Iguerande à Decize,195.2118909048857,ZPS
FR2612010,Vallée de la Loire entre Imphy et Decize,88.20574259298829,ZPS
FR4110062,"Marais de Francaltroff-Estroff, de Lening et d'Albe",0.7929440248373029,ZPS
FR4112000,Plaine et étang du Bischwald,25.28039698558629,ZPS
FR4112013,Marais de Vittoncourt,0.5655231854298008,ZPS
FR4112014,Marais d'Ipplling,0.5462505073078758,ZPS
FR4310112,Vallées du Drugeon et du Haut-Doubs,83.34474004577393,ZPS
FR4312005,Forêt de Chaux,221.28003408426267,ZPS
FR4312017,Vallée du Dessoubre,166.35771374200428,ZPS
FR4312032,Côte de Champvermol,1.9175937215940602,ZPS
FR5310052,La Colombière,16.952106174193663,ZPS
FR5310054,Ilôt du trévors,4.003792937564256,ZPS
FR5310056,Baie d'Audierne,17.181124260919354,ZPS
FR5310071,"Rade de Brest, Baie de Daoulas, Anse de Poulmic",80.65473096086558,ZPS
FR5310093,Baie de Quiberon,9.119185973834892,ZPS
FR5310094,Rade de Lorient,4.855289513325885,ZPS
FR9412008,Chênaies et pinèdes de Corse,10.298049039954584,ZPS
FR9110034,Etang du Bagnas,6.751214172126721,ZPS
FR9112030,Plateau Leucate,3.0359702114619034,ZPS
FR8212004,Forêts alluviales et lônes du Haut Rhône,27.362984345275695,ZPS
FR8212033,Lac du Bourget et marais de Chautagne,54.53109302297187,ZPS
FR9112021,Plaine de Villeveyrac-Montagnac,55.06996537612536,ZPS
FR2510048,Baie du Mont Saint Michel,470.56372095164727,ZPS
FR5310055,Cap Sizun,5.609335704758791,ZPS
FR9110042,Etangs palavasiens et Etang de l'Estagnol,66.07684457994097,ZPS
FR9110108,Basse Plaine de l'Aude,48.32672437180287,ZPS
FR9112005,Complexe lagunaire de Salses-Leucate,76.99951539084469,ZPS
FR9112006,Étang de Lapalme,39.02038616869774,ZPS
FR9112007,Etangs du Narbonnais,122.35037986695497,ZPS
FR9112013,Petite Camargue laguno-marine,155.5443602682762,ZPS
FR9112017,Etang de Mauguio,70.24150045222363,ZPS
FR9112018,Etang de Thau et lido de Sete a Agde,83.22373664557492,ZPS
FR9112022,Est et sud de BÃ©ziers,61.111945850240296,ZPS
FR9112023,Massif des Alberes,70.93272099077299,ZPS
FR9112025,Complexe lagunaire de Canet-Saint Nazaire,18.58691115585993,ZPS
FR9112019,Montagne de l'Espinouse et du Caroux,47.22107245249581,ZPS
FR5212003,Vallée de la Loire des Ponts-de-Cé à Montsoreau,93.99697011253772,ZPS
FR9112034,Cap Bear- cap Cerbère,385.5267169954325,ZPS
FR9112035,Côte languedocienne,724.5790517335365,ZPS
